,reviewContent,flagged
2640,A haiku: Cost of your room is basically reimbursed in the form of free Kiehl's,N
4079,"Pretty sweet digs. I learned on my bus tour that this hotel has the LONGEST bar, interesting. I shared a double room and I found it to be super comfortable. My bed and pillows were comfy. Except those decorative pillows. Those are gross, I pushed them off immediately. I appreciated the curved shower rod which made the tub seem larger. I did not appreciate the ill flushing toilet. Also, 26 floors up and you would think I'd get awesome cell reception, but no. Living within concrete walls for a long weekend did not please my phone. Concierge was helpful, elevator was pretty fast, as long as you weren't stopping on every floor. Hairdryer is found in a black bag hanging in the closet, if you seemed to miss it in the bathroom. Careful though, my friend blew the circuits using it on high and was without power for 30 minutes. I liked the ipod doc, nice touch. Made our preparties a bit more lively. The LCD tv was in theory a good idea, but jeez, the picture on mine looked like I was looking through a fishbowl. Housekeeping knocked on my door at 9am each morning so boo to that. Otherwise, great place for a stay. :)",N
3955,For the price and location of the hotel it is decent. Though as other reviews have suggested. The hotel does need to update its image completely. Stepping into the hotel it will remind you of 1940 opulence but without the glamour. If you are in a pinch this is a decent place to spend a night. Also make sure to get a room facing the park otherwise you will be looking into somebody else's room or into the middle of nothing. If you can afford a little more money I suggest you spend it and get a more comfortable place to stay.,N
5303,I stayed here for 2 nights last weekend and it was great!Staff was super friendly and helpful. The room was clean and comfortable. The bed was honestly the most comfortable bed I have slept in in a long time. I slept like a baby. The design of the hotel itself is beautiful and full of history. Loved my stay here!,Y
1116,"When you walk into the lobby on a cold blistery Chicago night, you're dazzled by the warmth of the lights and the contemporary feel of the bar & the restaurants on the first floor. Their rooms however seem a little cramped and for someone of slightly less than average height as I was not able to reach the cord to close the shades for privacy. Bad planning Fairmont. Yet again bad planning in the bathroom. The shower was a rain shower, which meant having to spend twice as long to rinse my hair and with no angle to the shower head, washing was not as easy as one would like. The bathroom is probably the biggest reason for the low marks. Everything in there seemed cramped and less than functional. While there for an event I experienced one of the ballrooms and the Moulin Rouge room. The ballroom needed some serious updating, everything just felt old and out of date. the catering was also mediocre. While in the Moulin Rouge room, there was an interesting layout with some great wallpaper, though the carpet horribly clashes and is distracting from some of the unique features of the room. Food there was much more interesting & satisfying. I've heard that Aria in the Fairmont is supposedly the best sushi in Chicago, though it's good & I loved that they were willing to make my favorite roll that was not on the menu, it is be no means the best I've ever had. The best thing about the Fairmont? The beds themselves. They were very comforting after a long day of traveling.",N
5514,"This small hotel has been rehabbed nicely by the Best Western chain. If you want to stay in Lakeview to be somewhat near Wrigley Field, this hotel on Broadway is not a bad spot to be. Heck, even the red brick exteriors have some ivy growing on them.",N
2962,"Definitely one of my better hotel experiences in Chicago (relative to the W Lakeshore). Staff is friendly. And even though I was only at Gold SPG member at the time, they upgraded me to a junior suite. Everything's within walking distance (Michigan Ave., Navy Pier, etc.) so that makes things convenient. A good experience overall.",N
5196,"What a place.  Excellent location right in clean downtown and within short walking distance to the ""Magnificent Mile.""   The view from our 32nd Floor River View room was lovely, up and down the river with their recently redone colorful waterfront.  Even with glorious sunsets, and the Trump Tower (the second highest building in North America) is right across. We had lucked out. Booked at a very low rate through an international Internet travel agency, which went belly-up, and we were cancelled.  But an absolutely great customer service lady, Diane Pena, went all out to get us back in with a river view at the originally confirmed price.   Professional and attentive door service.  Truly appreciative of a gratuity.  Very pleasant, cheerful and welcoming reception.  Joelle, one of the best anywhere.  Room and bathroom inviting, large, bright, and clean.  Big comfortable bed.  A fridge you have to ask for in advance.  But...they still use old, electricity-guzzling incandescent bulbs.  No one else does that any more in our extensive travels.  Hey, save electricity and money.Would we come back?  Of course.  Soon.  Altogether, in Mid-September, the hotel added to a dream vacation.",Y
1166,"This place was reasonably price, close to transportation and walking to Navy pier, and very clean.  It is older and could be updated and we were disappointed that our room didn't have a fridge or microwave because we were there for 4 days and had leftovers each day we couldn't keep. The room was small and basic. The staff was friendly, especially Wallace the concierge.  It doesn't have any sort of continental breakfast which is a shame when all you want is just a little bit of cereal and you have to pay 4 bucks for it in the restaurant.  The bar/restaurant did have strong cheap drinks though. :) Lots of little restaurants/pubs nearby too.  We also reserved a room with a king bed but it was definitely a queen bed.  Very clean and quiet overall.  Free Wifi which is important.",N
3904,"First off, I didn't book this place -- work booked it for me. Such a bad experience I don't even want to waste the energy to write about it. Workers have been on strike here for ages. Not sure if that's the reason, but the rooms were not in great condition. (They were reasonably clean, though.) The iron in my room leaked badly. When I called the front desk to ask for a new one, the woman wasn't very friendly. I politely explained that I had to leave for a meeting in a few minutes, but still no iron after 30 minutes. Good thing I didn't really have a meeting, just an educational session I was okay with missing. The lines in the lobby were always bad. We tried to save time on checkout by using the machine, but it didn't work (not even a little).",N
375,Very tired hotel...but great location.,N
2673,"Lots of bad notes about this hotel: - The door wall and the bathroom walls are very thin. If your neighbor takes a shower, it's going to be deafening in your room. If the cleaning service is in the hallway talking you're going to be able to catch their entire conversation. - On the rear (south) facing rooms,  you might be awoken from slumber for 1 HOUR of trash removal. They seem to queue up dumpsters (about 20) in the alley behind the hotel. The trash day seems to be monday. - For a business hotel the Wifi is horrible. Like 20 kbs/s horrible at times (that's dial-up speed). I suspect that this is because of the volume of people this weekend, and i'll let this segway into... - LUKEWARM SHOWERS. I hate capitalize, but this seems outrageous for such a well rated, expensive hotel. - Clogged showers. My shower wouldn't drain properly... they sent a repairman up who promptly removed a large wad of hair from the drain. The service was great, but I feel that this is something that should be tested between occupants. To end on a positive note: The service was excellent, their staff was friendly and well equipped to handle most problems you might encounter while traveling. I had them fedex home some liquids I bought that wouldn't have made it through security.",N
4224,Great location. However their staff needs training. I took a red eye from Los Angeles to Chicago and landed at 5:30 am.  I got to the hotel at 6:30 a.m.   When I checked in I was told by the front desk clerk that my room would not be ready until 3 p.m. I showed her my confirmation for a 6:30a.m. Check in. She repeated herself and tolde there was nothing she could do.  I then asked for the General Manager and he told me he could not do anything but would give me the first room that was cleaned. At 9:02 am I was called on my cell phone and given an upgraded room.   The room was great and the service after the first incident was fine.  The good here is just mediocre. OK for a Hyatt but might look to stay somewhere else next time.   DLR,N
2408,"I would not recommend this venue for any type of professional event or conference.  This review is of my experience as an exhibitor at a professional conference in July 2010. The 3 day conference was held in the Grand Ballroom for over 300 professionals in private equity, investment banking and mergers and acquisitions.   As an exhibitor/vendor at a professional conference, the main goal is to display your product or services to attract the attention of the conference attendees.  For 3 days I was at the hotel from early morning to early evening working as an exhibitor for one of my clients.  Because I am self employed, I brought my own laptop to use at the conference table.  This was to be used to show attendees the web based services that my clients had to offer.  There were over 20 exhibitors in the Grand Ballroom and many of them had laptops, lcd screens and other electronic equipment on their tables.   There was zero communication from the Hilton Chicago to inform us that we should have any concerns when leaving this equipment unattended. On the third and final day of the conference, I had my iPhone plugged into my laptop to charge and spent the morning at the table.  I had gotten up a few times to network around the room, and left the computer on the table, just as I had the previous two days.  Around 10:45am I got up to use the restroom and returned to my exhibitor table to find that in less than five minutes, my laptop and attached cell phone had been taken. I immediately reported this to security.  They were very slow in the process of questioning me and when I asked them about the security cameras, they informed me that the ONE camera they had in the Grand Ballroom does not cover the section of the room where my table was.  This piece of information alone screams DO NOT DO BUSINESS WITH THE HILTON CHICAGO.  How can a hotel in Chicago on Michigan Ave only have one security camera in their GRAND BALLROOM?  Not smart, not secure, not safe. In most situations I would never EVER leave my belongings unattended.  In a situation where you are in a professional work environment and your equipment is being used for work, there should be a feeling of security.  A person should not have to pack up their electronic equipment every time they need to use the rest room.  After over a month of communication with the hotel security, the only resolution they had was to compensate me for less than half of what it would cost to replace the items.  Their insurance policy stated that the loss was not covered because I was not a guest of the hotel.  (any person who walks into that hotel and pays to walk into that hotel should be considered a guest) I was treated as if I was neglectful and irresponsible yet they offered to partially compensate me to shut me up?  Bad business practice in my opinion.   Unprofessional, unethical and unsecured.  Highly DO NOT RECOMMEND.",N
4546,"The Palmer House is well located and has the feel of an old time Chicago hotel, or at least what I would expect an old time Chicago hotel to feel like. One question I have is, who puts a train line in front of a hotel? Perhaps at some point it seemed like a good idea but the noise can be disturbing. Fortunately, from the rooms you can't really hear the L running by, at least I couldn't from the 10th floor. The lobby area is impressive. The ceiling murals are grand giving it the feel of someplace special. Cell coverage in the lobby area and in other parts of the hotel are very spotty. This hotel seems like a popular place for group gatherings so if you're looking for something intimate, you should look elsewhere. I was there for a wedding and the place was overrun. Apparently there where three other weddings going on at the same time. The rooms have been remodeled. I stayed here a couple years ago and the place was looking its age. Now the rooms have been painted and fixed up. The furniture is more modern. However, the rooms are on the small side. Also the hotel is shaped like a U so some of the rooms are shrouded in darkness. Ask for a room with a view if you like light. I didn't have a minibar in my room which was troubling. I can't complain about the price though. I found a really good rate online at the hilton site and with a AAA membership the total came to $143 a night!",N
2146,"OMG can i live here? my mom was in town to see jersey boys and instead of staying at my small apartment, i got a room at the intercontinental for us! through hotwire, i got a room that regularly books for around $350 for $104. SCORE! it's an over the top hotel and very comfortable and accommodating. i HOPE that i will be able to go there again!",N
3134,"I am semi cross posting this with my review for the hotel's restaurant, Wave's, since the major issue of hotel security affects those staying at the hotel as well as dining here. I was recently robbed in the restaurant in the hotel's lobby.  My purse was tucked between my feet under the chair/table, and at some point during the meal, it was stolen.  We later realized that there was a man sitting behind me who had turned his chair around and leaned towards us, and we believe he used his foot or some kind of implement to drag my purse out from under the table unnoticed.  Pretty ridiculous, right?  This is the sort of thing that takes practice.   The hotel management was unhelpful to the point of being actively combative when I reported the theft.  I immediately filed a police report and was met with rudeness and a complete lack of assistance from any of the hotel management.  The security guard especially was purposefully rude, and when I complained about the treatment, as the victim of a crime, to the manager, all he would say was, ""I have no control over the behavior of the security team.""  Um, you are the manager of the hotel, and that does not make any sense.  We eventually got the security manager of the W City Center on the phone, who apologized profusely and began to actually help us, including taking down a description of the suspect from the people who had sat across from me and letting me know how to file a formal complaint with the hotel, which the hotel manager had completely neglected to do.  Even in a less trying situation, this customer service would have been unacceptable, but after being robbed in the hotel, in what now turns out to be a repeated occurrence, it became downright offensive.  It's too bad, because I had been a big fan of W properties, but I would never, ever come back to this restaurant OR hotel again.  Potential future visitors, consider this your official warning. After reporting this story to friends, I found out about several other women who had the exact same thing happen to them at this restaurant over the past year.  That sounds like a really bad pattern to me.  Since this has happened, the police and my insurance company's private investigator have confirmed that this hotel is a very common spot for robberies in Chicago.  The fact that the management evidently does not take this seriously is a huge problem.",N
2880,"We stayed here for two days and it was alright.  We had to upgrade to the club level because they were not going to give us a room with a king sized bed.  Even though we called ahead of time to re-confirm they said they just had a handicap room or double beds.  We've been stuck in both before and now we know better.  We upgraded to club level, and while I enjoyed the extra breakfast and cocktail hour snacks, it's didn't quite make up for the extra $75 price increase.   Also, shockingly, when I woke up after my first night in the Sheraton bed I found my legs covered with an unsightly poison-oak-like rash.  VERY MYSTERIOUS!  I had been on a plane all day the day before, not frolicking in the woods, so I can't say where I picked up this uncomfortable affliction.  Do they use weird laundry prodcuts?  Allow pets in the rooms?  I don't know, but it has made my legs red and bumpy and not too attractive in my skirts and dresses.  Boo.  That and the bathroom in the room is sketchy.  The light hums LOUDLY and the shower has no water pressure.  The sink taps are strangely designed and difficult to turn on and off.  Bad design in there.  Otherwise it was an ok hotel.  Close to Navy Pier and the art museum.",N
4575,"I don't know if I have anything new to add- I agree with almost every statement here to some degree.  The lobby is luxurious and even nicer with Christmas trees in it, the location is great, the room is a bit small but the beds are comfy, the bathroom was a good size.  they do get you with the extra charge for internet and no breakfast.  Total bill was around 400 for 2 nights including parking, which is not bad for NYE in downtown Chicago, although we probably could have done better.  We stayed in a renovated room so the furnishings were fine, and we could hear our neighbors and the El go by, but very quietly, so I didn't think it was an intrusion.  The view wasn't breathtaking, but I could see some skyscrapers and we were high up.  I would have liked a mini-fridge to keep left-overs in.  It was nice that we could stay in the parking garage until 5 even though check-out was at 11.    All in all, a fine place, probably a 3.5 more than a 3.",N
5644,"My friends and I sat down for dinner outside at Flatwater when it started to rain heavily.  We had to go inside and squeeze into a table, but there was a private party and we couldn't hear ourselves think.  The waiter recommended we go continue our dinner at the Westin right around the corner.  So we sat in the bar area at the couches and had a great evening.  It was quiet, the couches were comfortable, and the food was incredible.  Not to mention the great ambiance.  We were unexpectedly pleased with our meal and experience!",N
2154,"***3.5 Stars*** Ok, maybe it's just me, but when I stay at a hotel with the reputation of the Intercontinental (and the price tag), I expect something special.  This hotel is really quite ordinary.  I stayed here recently for a conference and while the meeting amenities were fantastic, the hotel room itself was only mediocre at best. So, let's start with the mediocre first.  My hotel room was spacious, located in the historic tower  (I guess that's why it seemed that my room hadn't been updated in a very long time).  The bed was not comfortable and the lounge chairs were old and worn.  The rest of the furnishings were old and very used to the point of having drawer fronts askew on the desk and doors that wouldn't open properly on the TV stand.  Like I said, with a hotel of this reputation and price, I expect a comfy bed, some chairs that don't look like they've been around since 1964 and furniture that isn't out of grandma's attic. Then, there's the bathroom.  It's like they may have tried to update it at one point...and then gave up.  I had an impossible time maintaining one water temperature both in my sink and in the shower.  Imagine trading between scalding hot and lukewarm.  Gee, I'm now awake AND I've sustained 3rd degree burns.  AWESOME!  The towels were crustier than sand paper and, come on people, can we please have two-ply toilet paper??  Single ply is what I expect from your much cheaper cousin, the Holiday Inn. The redemption in the hotel room was the large, flat screen TV.  That I did enjoy (along with my $6 bottle of water). Now on to the good stuff...The meeting facilities.  These were simply wonderful.  The staff was courteous and friendly.  They accommodated all of my vegetarian meal requests without blinking an eye.  The breakfast buffet was a breakfast lover's dream - everything imaginable and all of it very tasty.  The banquet lunches were quite good and all the meat eaters enjoyed their entrees.  The rooms where we had our meetings were well maintained and very clean.  Temperature was nicely maintained as well.  I would highly recommend their meetings services and facilities.   Of course, in the end, you're paying for the location.  Yeah, that can't be beat.  It's within walking distance of just about everything the Mag Mile has to offer - great restaurants, bars, shopping...",N
2156,"Yes, it's an Intercontinental, but not quite as nice as other Intercontinentals I've stayed in.  In fact, there were a couple major flaws: (1)  The rooms are NOT soundproof.  At all.  Like I could hear the conversation in the next room.  I could hear people walking around in the hall and doors slamming.  Not great. (2)  The curtains are not lightproof.  Both curtains were drawn and I still awoke from all the light coming into the room at 6am (we were facing east so...). (3)  Crappy towels and no bathrobes. (4)  Comfy bed, but kind of scratchy sheets. (5)  Fancy looking bath products but I didn't really like them. HOWEVER...the location really can't be beat.  Right on Michigan Avenue.  About two blocks from the river.  A ~10 minute walk to most train lines. Also to note:  Breakfast at the hotel is $23 for a buffet.  Not unexpected, but breakfast isn't usually a meal I like to splurge on.  You can order a la carte, but be aware that juice and coffee (which are included with the buffet) are ~$4 EACH.  Breakfast entrees are in the $8-13 range so maybe you DO just want to get the buffet...   I did really like the wine/cheese/chocolate bar located off the lobby.  It was pricey, but very enjoyable.   We hotwire-d the room and I think total (with taxes and everything) it was about $125/night (and actually the next to cheapest hotel we found in the Loop area).  This is a place I would stay again if the price was right, but other than that, I didn't find anything fantastic about it.",N
1885,"I stayed at the city center in December. First the good, big room nice foyer and a bar that's in close proximity to a very cool casual hangout type entrance. The bad, maybe I expect more from my doorman but seriously does anybody here know how to hail a fucking cab ? I mean it's not rocket science and the jw marriott accross the street had a GANG of employees that knew how. The ugly, what the fuck is that smell in the front lobby ? Seriously, every night when we stumbled back to the place it was something wretched this way comes.... Other than that, maybe I expect too much. Regardless, if you are getting a discounted room how can you not give it 3 stars ?",N
197,"Very cute hotel situated at premier downtown Chicago, and their guest services (masseuse) are out of this world wonderful. I really have to thank my friend for telling me about this.",N
2439,"Fancy hotel. I have never seen 14 elevators all at once before, this place is pretty huge. Our room consisted of 2 beds and 2 bathrooms. Woohoo for the 2 bathrooms, although, the beds were doubles, boo! It's located downtown and walking distance to everything (restaurants, trains, parks...)",N
1497,"Very disappointing stay compared to the Omni in San Antonio. Very inconsistent maid services, sometimes we had new towels, sometimes our bed was made. The concierge knew very little about tours, blues  and how best to get around. We ordered a cheese platter, $18,  so  small it would starve a mouse. A bottle of our own wine went missing out of the room. We got it back, but were then very late for a reservation and there was very little apology and NO compensation for something that should not have happened.",N
2166,"Recently stayed here for 10 days for a meeting.  I have to say the hotel was good, but not fantastic. I was in the historic tower which was nice, but unfortunately they only had 2 elevators to my floor, which made the wait quite bad some days.  The room itself was roomy and clean with a nice bed and tv/entertainment center.  Things were always clean. They charged for internet which was a pain since I was there for so long.  Also, the gym had a $18 one time fee which got you access to the pool (see other reviews...it is historic and nice) and a decent workout room. The service was good but I did not ask too much of them since I used yelp for most of my dining. THe location was great (right on the mag mile) and although not great for food would make this a great place in the spring/summer (too bad I was there in Jan)",N
3543,"We got  a great deal ($107 per night for 2 nights) on a nice room here.  Valet parking was $49, which seemed a bit much.  It was very nice, and comfortable.  But bring pop and munchies with you.  The bar in the room wanted $4 for a coke, and there are no vending machines around.  $20 if you want a refrigerator for your own use in the hotel.   Seems like with the cheaper price rooms, they are trying to nickel and dime you with everything else.  Surprised they didn't charge extra for the towels.",N
656,"had some work done at home so temporary stayed at doubletree for a few nights recently for the price, its not bad at all, convenient location, friendly staff, warm cookies, comfortable bed we were unlucky to have a bunch of teenagers next door, they were quite loud and the walls were thin aside from that, no complaints, its not peninsula but hey, i didn't have to pay peninsula prices either",N
203,"Great location and price. However beware of pullout like most sofas this is a horrible bar thin mattress. As a sofa it also is lacking just sitting on the plastik short sofa will give you a back ache. Hilton should be embarrassed! I've slept in other suite's sofa pull outs that are so much better. There also isn't one comfortable chair in the two rooms. Also if breakfast isn't included, head to the  Westin for fresh baked goods, or cross the street down to the Pantry for your cereals, milk, juices, sodas and frozen goods (microwave in room) as well as liquor items. Basically its a standard hotel, standard service but a block from the Mag Mile, close to the bus line - cant be beat!",N
1133,"I am staying in Chicago on business and our client has a discounted rate at the Fairmont.  In fact, I am enjoying their homemade apple-almond granola with fresh fruit and fresh brewed coffee as I write this review (delivered with the New York Times), and you can't beat it.  I have a partial city, partial Lake Michigan view that is gorgeous, and the rooms are incredibly spacious.  It is a great set-up for business travel (unlike some of the hobbit rooms you get in New York or San Francisco for twice the price).  The service is impeccable as you might expect, and the location is great for running by the lake or shopping on Michigan Ave. Oh, and for work.  Almost forgot why I was here.",N
174,"This place is an upscale but basic hotel.  If you want a comfortable room, clean bed, and good location for a decent price, this is your place.  It's not a resort; while it's very nice the rooms are pretty small and simple and you won't want to hang out in the hotel.  But if you are just looking for a good place to lay your head after traipsing around Chi-town, then go for it.  Clean, comfortable bed, good amenities, free mediocre coffee in the morning, etc.",N
4105,"We stayed at the Hyatt Regency for a week while visiting Chicago. Overall our stay at the hotel was pretty good, but there were a few things that really kinda sucked about this hotel. The hotel itself was pretty decent, the rooms were fine, nothing amazing, but fine. My first complaint was that the entire time we were there we consistently were hearing this banging noise, almost like someone was hammering on something. We made a comment about it to the front desk and they told us it would stop and they gave us a $15 coupon for food/drinks. The noise continued throughout the entire week. A second complaint was the TV. No, we were not in Chicago to watch TV, but whenever we did it was terrible. We had about 5 different news channels, 1 channel that showed a 24 hr. infomercial on prosthetic hands, and Russia Today. Really? My third complaint was the lack of wifi. Our first day there we called downstairs and found out that wifi was $13 per 24 hours. Eek!! The entire time we were in Chicago we made daily visits to the Corner Bakery for internet. Don't get me wrong, overall we really enjoyed our stay here, but there were a few things that were less than stellar. The staff was really nice and helpful and although I probably won't stay here again, I'd recommend someone else to stay here.",N
4810,"My wifey and I spent a Friday night at theWit Hotel and absolutely loved it. Staff was wonderful, the accommodations were beautiful and the location was great. I'd recommend this hotel to anyone, with one caveat....don't bring your laptop unless you are prepared to spend $$$ to pay for wifi.",Y
3834,"Starting from the doorman, the staff at the Dana is pretty damn friendly.  The girls at the registration desk were honest, congenial and humorous, even though some white-collar accountant-looking-type was being handcuffed right behind me while checking in.  Seriously.  (Although I never found out what led to that.) The lobby, the lobby bar and the adjacent restaurant are all small and relatively quiet, but definitely have a ton of style.  In fact, the entire hotel was far too cool for me, specifically, and probably too cool for most of humanity. The Tranquility Suite was simply awesome-- 2 rooms (a bedroom and a huge living room), 2 tiny balconies with amazing views (ask for a higher floor unless you have severe vertigo), and a nice bathroom with an unbelievable shower for two.  Seriously, this room offered the best shower imaginable-- complete with 2 rain-style shower heads, 2 benches (for the ladies of course), a set of high-powered jets, and a handheld thingy that spits out mad amounts of water.  This shower is definitely not ""green"", but it's the sort of place that makes you not want to leave.  Finally, the bedding is tremendous-- it's hard to imagine feeling more comfortable in a hotel bed. All in all, the Dana appears to be designed to make you not want to leave your room (or the spa for that matter).",N
4574,I went here for a wedding reception about a year ago.  This place was really nice.  The ball room was huge and beautiful.  I also got to see one of the rooms and it was amazing!!,N
1743,"Hate this hotel.  It is basically an old dump that has been dressed up with some snazzy decors.  The bathrooms are horrendous in the rooms...barely functional.  My room had a horrible perfumey (almost like the car christmas tree smell) scent to it.  The location inside the loop is nice, but there is nothing to do down here at night.  I always avoid this hotel when I can.  The Wit is 1000x better hotel.",N
2693,"Loved this place.  I got a great deal through a website so I decided to take my husband here for a little ""staycation"".  The room was bright and modern, not huge by any means but not small either.  The bed was ridiculously comfortable..I didn't want to get out of it.  The bathroom was big with Khiels products, which promptly went into my bag.  The mini bar is unlike any mini bar I've seen.  There weren't just airplane sized bottles, there were large bottles of Grey Goose, Johnny Walker, Patron and more.  And there was a wine opener, martini glasses, and wine glasses which was key as we brought some wine to drink. The service was top notch.  We didn't have a remote for the stereo to listen to our ipod so we called the front desk...the remote was at our door in less than 3 minutes.  Turn down service includes a tasty little cookie and more Khiels products if needed.  I loved that check in and check out was 2pm.  It really allows you to enjoy the room.  If I ever need to stay downtown again I'd stay here in a heartbeat.",N
2082,"Pros - Good view, very close to the blue line Merchandise Mart CTA stop, good service, clean, swanky, Bath and Body Shop coconut lime toiletries, firm beds, choice of soft or firm pillows.   Cons - High parking rates, deserted and far from most bars/attractions, rooms (although comfortable) are typical boring Holiday Inn rooms for the expensive price tag.",N
59,"Oh man - where to start?  Well, I saw a funny review on Orbitz which expresses my sentiments perfectly, so here's an excerpt... ""The Inn at Lincoln Park is located in one of Chicago's trendiest neighborhood and yet, the hotel itself does not live up to ...  its surroundings. The comforter on the bed looked old and a bit worn and perhaps it was the combination of humidity that made me not want to take my shoes off... Oh, and I didn't feel comfortable sitting on the toilet seat without first covering it with toilet paper... When was the last time they cleaned that bathroom? On the plus side, I found the front desk staff to be very helpful and genuinely concerned about my comfort. It's in an EXCELLENT location and I felt very safe in the neighborhood. With that in mind, one night was enough for me."" So in summary: Pros: * location - lots of shops and food (the walgreens on the corner is closed right now though) * pleasant staff - very accommodating and helpful in my experience Cons: * the rooms - small, uncomfortable, and not clean I don't like to be too negative, so will leave it at that.  Keep in mind that you're paying half or a third of the cost of a nice hotel, so you get what you pay for.  If you've stayed in hostels through europe in your youth and can still stand it, this place is fine.  So I'd say this is the right place if all you care about is having a bed to sleep on and would spend as little time as possible inside the room.  I never realized I had become a hotel snob until I stayed here, so the Inn at Lincoln Park will always have a place in my heart.  Somewhere in the back/bottom...",N
836,Pros: -In the heart of the loop near Millennium Park -Extremely friendly staff -Fairly cheap rates (I paid $116 a night which is much lower than the average hotel in that area -Large clean room with comfortable beds Cons: -There's a lot of noise from the hallways and other rooms that doesn't get blocked out by the door or walls -Free Internet was neither wireless nor functional. The internet literally crawled. I would have rather paid for wifi that worked decently but that wasn't an option.,N
3082,"LOVE this hotel. The boyfriend and I had a late Valentine's Day celebration here by renting a room (staycation i guess? too bad I detest that word). The hotel definitely has unique design, very suave, fun, and modern. Our room was a ""Spectacular"" room with a view of the lakefront. Too bad it was a usual gloom and doom foggy Chicago night. Got drinks at Whiskey Sky on the 33rd floor. Very small, great drinks - would have liked a better view of the city (the view isn't bad, it just can be hard to see it without kneeling on the couch - at least if you're 5'2). Only complaints/notes 1) Parking - $48 for overnight valet parking. Good lord. We just parked on the street a few blocks away and paid like $10 in meter parking. 2) Let it be known that if you are a very private person when it comes to using the bathroom, this might be rough for you. There's a sliding door, but there are also cafe windows into the bathroom that don't *fully* close. Otherwise, absolutely love and recommend this place. Great view, great food, great staff... great!",N
2578,"I will preface this by saying I am NOT a club person, but it was a 30th bday, so I was stuck.  It was extremely loud, and extremely crowded, and the setup didn't help much with the getting out of the way of either of those things.  Odd crowd, very Jersey Shore, but that could have been the night.  There was some weird fashion show thing going on.  All in all, not my thing.",N
5144,"I thought it was a good hotel for the money. They offered to upgrade our room to a river view for only $10, which we would have done.The hotel was close to a few good restaurants and within walking distance of Trader Joe's, which was a plus!I didn't mind the elevator ride, parking was very easy, and it was a comfortable room. There was a cab always available for us to grab when we needed it, this is a hotel we'd stay in again.",Y
3921,"We ended up choosing this hotel without research because the price was unbelievable. We could not have been more delighted. The hotel makes you feel like you've stepped into the 1920s. The room was really nice and comfortable and made us wish we could stay more than two nights. The hallways were really funny to try to navigate and it was quite an adventure to get to your room if you are staying far from the elevator. The hallways are endless. When I return to Chicago, which I definitely want to in the near future, I would absolutely stay here again.",N
3279,"Hotel was decent, good location but $46 for parking in an insult! This isn't Manhattan.  Raise the price of the room a few dollars and say you have free parking, seems like a much better value.",N
3250,Most of my stars go to the services. I was running late to a meeting and the doorman took my bag and hand my claim ticket quickly. Clerks and room care takers A+. I must say 1. some of the rooms need paint jobs. 2.Ask for a Tub if you want one. 3. Ask or wait for a higher floor level. Nice view 17 or higher.,N
2344,"Wonderfully located to all of the Magnificent Mile shopping and dining, as well as the Rush ST entertainment district.  Easy access to Lake Shore DR or I-94 and the Loop as well.  The valet and bellhops work hard to get you in and out of your car which can be tricky since they only have one lane in their pull-in area.  Yeah, the $48 valet parking is pretty steep, and there are lots of garages nearby, but come on, this is downtown Chicago parking is a bigger bear than those guys playing down at Soldier Field, you may end up spending less with the valet if you want in and out privileges.  The lobby is gorgeous.  Contemporary without feeling cold.  Elevators (at least the high rise ones) are fast and efficient.  Every staff person I came in contact with was courteous and professional.  The rooms aren't huge, but large enough.  Comfy beds.  Shower had great water pressure (pet peeve of mine).   Here's a tip...if you want a great view high up request a feather free bedding room.  We were on the 39th floor on the Michigan AVE side which gave us gorgeous views of the Mag Mile skyline.",N
4483,Excellent hotel in the old school.  Discreet and helpful staff.  Beautiful property.,N
2541,"This place is a bit odd. They are one of those clubs where Friday night is Latino night, Saturday is african american night, and then they tend to switch it up every other week or something?   Last night my friend forwarded me the 'get in free' text from the promoters.  They wouldn't let me in free because it wasn't from the promoter himself. Weird because word-of-mouth marketing is the best way to go. I couldn't believe the money-takers at the front door that night.  I paid $10 to get in there and then I had to put up a fight to go outside for a quick smoke.  He said ""if i let you out, then I have to let everyone out"". I think there should be some kind of law that allows you to go outside for fresh air (or not so fresh air lol). Thought America was a free country but who knows.  I think they missed the whole stamp-on-wrist idea that most clubs do to know who's been in and who hasn't. I then had to beg them again to let me out so I could change my shoes. My feet were literally bleeding from my shoes.  They wouldn't. So I took my shoes off and started walking through the club barefoot. That got their attention and they let me go out and come back in. WOW!  It's odd because every other time I had been there they let people outside. I knew it was because of the dudes at the front taking money.  Who the hell hired them? When it's a popular night they overcrowd the place.  It gets ferociously hot in there.  One time they sent out a burst of cold air through the club. It was the best 20 seconds of the night.  Just a tease though because it went right back to being hot. Ill go back because Im forgiving :)  But I don't like being disrespected by the front door staff.  They are kind of rude to the customers. Sometimes I think people forget that the customers pay for them to have that job. We are the reasons they are there. I don't want them to roll their eyes at me for simple requests.",N
